product_sku,prioridad_proveedor,quantity_on_hand,quantity_reserved,quantity_available,minimum_stock_level,reorder_point,optimal_stock_level,reorder_quantity,average_daily_usage,unit_cost,total_value,region_almacen,is_active,anio,mes,vacaciones_o_no,es_feriado,temporada_alta,semana_del_anio,dia_del_mes,dia_de_la_semana,es_fin_de_semana,trimestre,lag_1,lag_7,lag_30,media_movil_7d,media_movil_30d,media_movil_exponencial,std_movil_30d,variacion_stock_diaria,tendencia_stock,dias_desde_ultimo_pedido,ratio_reservado_disponible,anomalia_stock,rotacion_estimada_30d,estacion_Otoño,estacion_Primavera,estacion_Verano
BCA-115,3,3017,11,3006,70,150,400,0,11.0,0.9,2715.3,Sur,1,2024,12,0,0,1,52,28,5,1,4,2934.0,2821.0,2569.0,2902.285714285714,2731.8,2905.1588338216943,109.78926522490833,72.0,170.48571428571404,7,0.003659347970725216,2.4975119328678317,0.12079947287502744,False,False,False
BCA-115,3,3006,16,2990,70,150,400,0,11.0,0.9,2705.4,Sur,1,2024,12,0,0,1,52,29,6,1,4,3006.0,2813.0,2638.0,2927.5714285714284,2743.5333333333333,2926.369125366271,117.92684270296438,-16.0,184.03809523809514,2,0.005351170568561873,2.089996314812481,0.12028284693703983,False,False,False
BCA-115,3,3078,14,3064,70,150,400,0,10.0,0.9,2770.2,Sur,1,2024,12,0,0,1,1,30,0,0,4,2990.0,2881.0,2633.0,2953.714285714286,2757.9,2960.776844024703,129.66597671419478,74.0,195.8142857142857,7,0.0045691906005221935,2.3606809415757137,0.10877841836179701,False,False,False
BCA-115,3,3069,16,3053,70,150,400,0,10.0,0.9,2762.1,Sur,1,2024,12,0,0,1,1,31,1,0,4,3064.0,2872.0,2611.0,2979.5714285714284,2772.633333333333,2983.8326330185273,137.28613043275786,-11.0,206.93809523809523,2,0.0052407468064199145,2.042206782162814,0.10820038711694058,False,False,False
BCA-115,3,3057,17,3040,70,150,400,0,11.0,0.9,2751.3,Sur,1,2025,1,0,1,1,1,1,2,0,1,3053.0,2872.0,2602.0,3003.5714285714284,2787.233333333333,2997.8744747638957,141.73206468870904,-13.0,216.33809523809532,4,0.005592105263157895,1.7834120121076829,0.11839697669134268,False,False,False
BCA-115,3,3046,19,3027,70,150,400,0,10.0,0.9,2741.4,Sur,1,2025,1,0,0,1,1,2,3,0,1,3040.0,2938.0,2589.0,3016.285714285714,2801.8333333333335,3005.155856072922,143.15992584456393,-13.0,214.45238095238074,1,0.006276841757515692,1.572833076982322,0.10707274998512878,False,False,False
BCA-115,3,3039,13,3026,70,150,400,0,10.0,0.9,2735.1,Sur,1,2025,1,0,0,1,1,3,4,0,1,3027.0,2934.0,2661.0,3029.4285714285716,2814.0,3010.3668920546916,146.25485550444367,-1.0,215.42857142857156,8,0.004296100462656973,1.4495245253143667,0.10660980810234541,False,False,False
BCA-115,3,3027,24,3003,70,150,400,0,11.0,0.9,2724.3,Sur,1,2025,1,0,0,1,1,4,5,1,1,3026.0,3006.0,2736.0,3029.0,2822.9,3008.5251690410187,149.4339549652514,-23.0,206.0999999999999,5,0.007992007992007992,1.2052147053317264,0.11690105919444542,False,False,False
BCA-115,3,3015,20,2995,70,150,400,0,11.0,0.9,2713.5,Sur,1,2025,1,0,0,1,1,5,6,1,1,3003.0,2990.0,2726.0,3029.714285714286,2831.866666666667,3005.143876780764,151.47566854424062,-8.0,197.847619047619,8,0.00667779632721202,1.0769606425977767,0.11653091011817882,False,False,False
BCA-115,3,3006,12,2994,70,150,400,0,10.0,0.9,2705.4,Sur,1,2025,1,0,0,1,2,6,0,0,1,2995.0,3064.0,2712.0,3019.714285714286,2841.266666666667,3002.3579075855732,152.52697519102875,-1.0,178.4476190476189,8,0.004008016032064128,1.0013529288314145,0.10558671015274877,False,False,False
BCA-115,3,2997,17,2980,70,150,400,0,10.0,0.9,2697.3,Sur,1,2025,1,0,0,1,2,7,1,0,1,2994.0,3053.0,2708.0,3009.285714285714,2850.3333333333335,2996.7684306891797,152.4162479648524,-14.0,158.95238095238074,8,0.005704697986577181,0.8507404453137306,0.10525084785405216,False,False,False
BCA-115,3,2987,23,2964,70,150,400,0,10.0,0.9,2688.3,Sur,1,2025,1,0,0,1,2,8,2,0,1,2980.0,3040.0,2701.0,2998.4285714285716,2859.1,2988.576323016885,151.08854448920778,-16.0,139.32857142857165,9,0.00775978407557355,0.69429486103424,0.1049281242348991,False,False,False
BCA-115,3,2977,19,2958,70,150,400,0,10.0,0.9,2679.3,Sur,1,2025,1,0,0,1,2,9,3,0,1,2964.0,3027.0,2696.0,2988.5714285714284,2867.8333333333335,2980.9322422626637,148.8920190384247,-6.0,120.73809523809496,5,0.006423258958755916,0.6055842834893461,0.10460858952751786,False,False,False
BCA-115,3,2968,13,2955,70,150,400,0,10.0,0.9,2671.2,Sur,1,2025,1,0,0,1,2,10,4,0,1,2958.0,3026.0,2683.0,2978.4285714285716,2876.9,2974.4491816969976,145.4914027558584,-3.0,101.52857142857147,3,0.004399323181049069,0.5368014777550498,0.10427891132816573,False,False,False
BCA-115,3,2958,19,2939,70,150,400,0,11.0,0.9,2662.2,Sur,1,2025,1,0,0,1,2,11,5,1,1,2955.0,3003.0,2669.0,2969.285714285714,2885.9,2965.5868862727484,140.45108364322826,-16.0,83.38571428571413,8,0.006464783940115686,0.37806757073433295,0.1143490765445788,False,False,False
BCA-115,3,3026,11,3015,70,150,400,0,11.0,0.9,2723.4,Sur,1,2025,1,0,0,1,2,12,6,1,1,2939.0,2995.0,2654.0,2972.1428571428573,2897.9333333333334,2977.9401647045615,135.2665142785268,76.0,74.20952380952394,6,0.003648424543946932,0.8654519360616851,0.11387425521636109,False,False,False
BCA-115,3,3096,11,3085,70,150,400,0,10.0,0.9,2786.4,Sur,1,2025,1,0,0,1,3,13,0,0,1,3015.0,2994.0,2642.0,2985.1428571428573,2912.7,3004.705123528421,130.45864716719683,70.0,72.44285714285752,3,0.003565640194489465,1.3207250246829492,0.10299721907508498,False,False,False
BCA-115,3,3084,18,3066,70,150,400,0,10.0,0.9,2775.6,Sur,1,2025,1,0,0,1,3,14,1,0,1,3085.0,2980.0,2639.0,2997.4285714285716,2926.9333333333334,3020.0288426463158,122.62584903102717,-19.0,70.49523809523816,4,0.005870841487279843,1.134073017765443,0.1024963556851312,False,False,False
BCA-115,3,3075,10,3065,70,150,400,0,10.0,0.9,2767.5,Sur,1,2025,1,0,0,1,3,15,2,0,1,3066.0,2964.0,2701.0,3011.8571428571427,2939.0666666666666,3031.271631984737,117.39644984746013,-1.0,72.79047619047606,5,0.0032626427406199023,1.0727184126689155,0.1020732205235222,False,False,False
BCA-115,3,3065,18,3047,70,150,400,0,10.0,0.9,2758.5,Sur,1,2025,1,0,0,1,3,16,3,0,1,3065.0,2958.0,2694.0,3024.5714285714284,2950.8333333333335,3035.2037239885526,109.40499999083302,-18.0,73.73809523809496,1,0.00590744995077125,0.8789969989920412,0.10166619598983337,False,False,False
BCA-115,3,3055,19,3036,70,150,400,0,10.0,0.9,2749.5,Sur,1,2025,1,0,0,1,3,17,4,0,1,3047.0,2955.0,2693.0,3036.1428571428573,2962.266666666667,3035.4027929914146,98.95451178346832,-11.0,73.87619047619046,9,0.006258234519104084,0.7451235118483124,0.10127379934284556,False,False,False
BCA-115,3,3045,16,3029,70,150,400,0,11.0,0.9,2740.5,Sur,1,2025,1,0,0,1,3,18,5,1,1,3036.0,2939.0,2678.0,3049.0,2973.9666666666667,3033.8020947435607,83.77041010524643,-7.0,75.0333333333333,6,0.005282271376691978,0.6569543262852743,0.11096291148746343,False,False,False
BCA-115,3,3034,22,3012,70,150,400,0,11.0,0.9,2730.6,Sur,1,2025,1,0,0,1,3,19,6,1,1,3029.0,3015.0,2751.0,3048.5714285714284,2982.6666666666665,3028.3515710576703,72.62769175184638,-17.0,65.90476190476193,7,0.0073041168658698535,0.40388635003793516,0.11063924899418866,False,False,False
BCA-115,3,3022,16,3006,70,150,400,0,10.0,0.9,2719.8,Sur,1,2025,1,0,0,1,4,20,0,0,1,3012.0,3085.0,2821.0,3037.285714285714,2988.8333333333335,3022.7636782932527,65.97705104332611,-6.0,48.452380952380736,6,0.0053226879574184965,0.26019148166221356,0.10037361289243293,False,False,False
BCA-115,3,3014,24,2990,70,150,400,0,10.0,0.9,2712.6,Sur,1,2025,1,0,0,1,4,21,1,0,1,3006.0,3066.0,2813.0,3026.4285714285716,2994.733333333333,3014.5727587199394,57.01659367262185,-16.0,31.695238095238437,8,0.008026755852842809,-0.08301676807476428,0.10017586429509584,False,False,False
BCA-115,3,3003,22,2981,70,150,400,0,10.0,0.9,2702.7,Sur,1,2025,1,0,0,1,4,22,2,0,1,2990.0,3065.0,2881.0,3014.4285714285716,2998.0666666666666,3006.1795690399545,52.913679434247044,-9.0,16.361904761904952,2,0.007380073800738007,-0.3225378928311804,0.10006448600209024,False,False,False
BCA-115,3,2996,18,2978,70,150,400,0,10.0,0.9,2696.4,Sur,1,2025,1,0,0,1,4,23,3,0,1,2981.0,3047.0,2872.0,3004.5714285714284,3001.6,2999.134676779966,47.46367031747448,-3.0,2.9714285714285325,7,0.006044325050369375,-0.4972223985659871,0.09994669509594883,False,False,False
BCA-115,3,2987,14,2973,70,150,400,0,10.0,0.9,2688.3,Sur,1,2025,1,0,0,1,4,24,4,0,1,2978.0,3036.0,2872.0,2995.5714285714284,3004.9666666666667,2992.6010075849745,41.11085378408601,-5.0,-9.395238095238255,5,0.004709048099562731,-0.7775724346313863,0.0998347180778489,False,False,False
BCA-115,3,2974,12,2962,70,150,400,0,11.0,0.9,2676.6,Sur,1,2025,1,0,0,1,4,25,5,1,1,2973.0,3029.0,2938.0,2986.0,3005.766666666667,2984.950755688731,39.98075686559921,-11.0,-19.76666666666688,3,0.004051316677920324,-1.0946932999241241,0.10978896121899015,False,False,False
BCA-115,3,2961,17,2944,70,150,400,0,11.0,0.9,2664.9,Sur,1,2025,1,0,0,1,4,26,6,1,1,2962.0,3012.0,2934.0,2976.285714285714,3006.1,2974.7130667665483,39.39923857139793,-18.0,-29.81428571428569,8,0.00577445652173913,-1.5761725924592285,0.1097767871993613,False,False,False
BCA-115,3,2955,21,2934,70,150,400,0,10.0,0.9,2659.5,Sur,1,2025,1,0,0,1,5,27,0,0,1,2944.0,3006.0,3006.0,2966.0,3003.7,2964.5348000749113,41.54030033268968,-10.0,-37.69999999999982,7,0.007157464212678937,-1.6778886874139947,0.09987681859040518,False,False,False
BCA-115,3,2943,24,2919,70,150,400,0,10.0,0.9,2648.7,Sur,1,2025,1,0,0,1,5,28,1,0,1,2934.0,2990.0,2990.0,2955.8571428571427,3001.3333333333335,2953.1511000561836,44.27993500090161,-15.0,-45.47619047619082,6,0.008221993833504625,-1.8593824343160632,0.09995557529986672,False,False,False
BCA-115,3,3012,11,3001,70,150,400,0,10.0,0.9,2710.8,Sur,1,2025,1,0,0,1,5,29,2,0,1,2919.0,2981.0,3064.0,2958.714285714286,2999.233333333333,2965.1133250421376,42.6700923553617,82.0,-40.51904761904734,6,0.0036654448517160947,0.041402925776533706,0.10002556208808919,False,False,False
BCA-115,3,3083,18,3065,70,150,400,0,10.0,0.9,2774.7,Sur,1,2025,1,0,0,1,5,30,3,0,1,3001.0,2978.0,3053.0,2971.1428571428573,2999.633333333333,2990.0849937816033,43.24388203363843,64.0,-28.490476190475874,2,0.005872756933115824,1.5115818375376093,0.10001222371623199,False,False,False
BCA-115,3,3074,10,3064,70,150,400,0,10.0,0.9,2766.6,Sur,1,2025,1,0,0,1,5,31,4,0,1,3065.0,2973.0,3040.0,2984.1428571428573,3000.4333333333334,3008.5637453362024,44.227221554634056,-1.0,-16.290476190476056,8,0.0032637075718015664,1.437274701693446,0.09998555764167398,False,False,False
BCA-115,3,3064,10,3054,70,150,400,0,11.0,0.9,2757.6,Sur,1,2025,2,0,0,0,5,1,5,1,1,3064.0,2962.0,3027.0,2997.285714285714,3001.3333333333335,3019.9228090021516,45.05348035346361,-10.0,-4.047619047619264,5,0.0032743942370661427,1.1689810921037451,0.10995113282985339,False,False,False
BCA-115,3,3134,19,3115,70,150,400,0,11.0,0.9,2820.6,Sur,1,2025,2,0,0,0,5,2,6,1,1,3054.0,2944.0,3026.0,3021.714285714286,3004.3,3043.6921067516137,49.44948659130699,61.0,17.414285714285597,2,0.006099518459069021,2.238648116105222,0.10984255899876842,False,False,False
BCA-115,3,3206,13,3193,70,150,400,0,10.0,0.9,2885.4,Sur,1,2025,2,0,0,0,6,3,0,0,1,3115.0,2934.0,3003.0,3058.714285714286,3010.633333333333,3081.01908006371,60.26234790247211,78.0,48.08095238095257,8,0.004071406201064829,3.0262124363592156,0.09964680742700872,False,False,False
BCA-115,3,3194,22,3172,70,150,400,0,10.0,0.9,2874.6,Sur,1,2025,2,0,0,0,6,4,1,0,1,3193.0,2919.0,2995.0,3094.8571428571427,3016.5333333333333,3103.7643100477826,66.97026274369827,-21.0,78.32380952380936,4,0.0069356872635561164,2.3214283518888497,0.09945190947666195,False,False,False
BCA-115,3,3270,11,3259,70,150,400,0,10.0,0.9,2943.0,Sur,1,2025,2,0,0,0,6,5,2,0,1,3172.0,3001.0,2994.0,3131.714285714286,3025.366666666667,3142.5732325358367,80.08766030631261,87.0,106.34761904761899,7,0.0033752684872660325,2.917220111559657,0.0991615341391126,False,False,False
BCA-115,3,3340,16,3324,70,150,400,0,10.0,0.9,3006.0,Sur,1,2025,2,0,0,0,6,6,3,0,1,3259.0,3065.0,2980.0,3168.714285714286,3036.8333333333335,3187.9299244018775,96.34459823571548,65.0,131.8809523809523,8,0.0048134777376654635,2.9806203142192587,0.09878711376982602,False,False,False
BCA-115,3,3410,17,3393,70,150,400,0,10.0,0.9,3069.0,Sur,1,2025,2,0,0,0,6,7,4,0,1,3324.0,3064.0,2964.0,3215.714285714286,3051.133333333333,3239.1974433014084,115.16127621833635,69.0,164.58095238095257,9,0.0050103153551429415,2.9685904662823948,0.098324119999126,False,False,False
BCA-115,3,3477,11,3466,70,150,400,0,11.0,0.9,3129.3,Sur,1,2025,2,0,0,0,6,8,5,1,1,3393.0,3054.0,2958.0,3274.5714285714284,3068.0666666666666,3295.8980824760565,136.38685681783937,73.0,206.50476190476184,5,0.0031736872475476054,2.917680945348128,0.10755959236000956,False,False,False
BCA-115,3,3467,11,3456,70,150,400,0,11.0,0.9,3120.3,Sur,1,2025,2,0,0,0,6,9,6,1,1,3466.0,3115.0,2955.0,3323.285714285714,3084.766666666667,3335.9235618570424,151.85989080987716,-10.0,238.51904761904734,6,0.00318287037037037,2.444577902390982,0.10697729704029478,False,False,False
BCA-115,3,3456,11,3445,70,150,400,0,10.0,0.9,3110.4,Sur,1,2025,2,0,0,0,7,10,0,0,1,3456.0,3193.0,2939.0,3359.285714285714,3101.633333333333,3363.192671392782,162.81647873336632,-11.0,257.652380952381,7,0.003193033381712627,2.1089183928917627,0.09672323184558673,False,False,False
BCA-115,3,3447,18,3429,70,150,400,0,10.0,0.9,3102.3,Sur,1,2025,2,0,0,0,7,11,1,0,1,3445.0,3172.0,3015.0,3396.0,3115.4333333333334,3379.6445035445863,172.47862103069482,-16.0,280.5666666666666,9,0.005249343832020997,1.8180030939072926,0.09629479045183656,False,False,False
BCA-115,3,3437,16,3421,70,150,400,0,10.0,0.9,3093.3,Sur,1,2025,2,0,0,0,7,12,2,0,1,3429.0,3259.0,3085.0,3419.1428571428573,3126.633333333333,3389.9833776584396,181.12664331772575,-8.0,292.5095238095241,1,0.00467699503069278,1.625198045272111,0.09594985021162272,False,False,False
BCA-115,3,3429,19,3410,70,150,400,0,10.0,0.9,3086.1,Sur,1,2025,2,0,0,0,7,13,3,0,1,3421.0,3324.0,3066.0,3431.4285714285716,3138.1,3394.9875332438296,187.91732408072878,-11.0,293.32857142857165,2,0.005571847507331379,1.446912898159366,0.09559924795258277,False,False,False
BCA-115,3,3500,15,3485,70,150,400,0,10.0,0.9,3150.0,Sur,1,2025,2,0,0,0,7,14,4,0,1,3410.0,3393.0,3065.0,3444.5714285714284,3152.1,3417.490649932872,197.67534337725806,75.0,292.47142857142853,4,0.00430416068866571,1.6840744744005296,0.09517464547444561,False,False,False
BCA-115,3,3570,18,3552,70,150,400,0,11.0,0.9,3213.0,Sur,1,2025,2,0,0,0,7,15,5,1,1,3485.0,3466.0,3047.0,3456.8571428571427,3168.9333333333334,3451.1179874496543,209.56143586620482,67.0,287.92380952380927,7,0.005067567567567568,1.827944464511289,0.10413598687255438,False,False,False
BCA-115,3,3635,12,3623,70,150,400,0,11.0,0.9,3271.5,Sur,1,2025,2,0,0,0,7,16,6,1,1,3552.0,3456.0,3036.0,3480.714285714286,3188.5,3494.088490587241,223.65178445445474,71.0,292.2142857142858,4,0.0033121722329561135,1.9427522166204005,0.10349694213580053,False,False,False
BCA-115,3,3707,10,3697,70,150,400,0,10.0,0.9,3336.3,Sur,1,2025,2,0,0,0,8,17,0,0,1,3623.0,3445.0,3029.0,3516.714285714286,3210.766666666667,3544.8163679404306,239.8880030826788,74.0,305.9476190476189,3,0.002704895861509332,2.026918091296754,0.09343562804314649,False,False,False
BCA-115,3,3698,20,3678,70,150,400,0,10.0,0.9,3328.2,Sur,1,2025,2,0,0,0,8,18,1,0,1,3697.0,3429.0,3012.0,3552.285714285714,3232.9666666666667,3578.1122759553227,251.39987152404387,-19.0,319.3190476190475,1,0.005437737901033171,1.7702210054262908,0.09279402818876367,False,False,False
BCA-115,3,3685,10,3675,70,150,400,0,10.0,0.9,3316.5,Sur,1,2025,2,0,0,0,8,19,2,0,1,3678.0,3421.0,3006.0,3588.5714285714284,3255.266666666667,3602.3342069664923,260.09387341595107,-3.0,333.30476190476156,3,0.0027210884353741495,1.6137763178376798,0.09215834852239448,False,False,False
BCA-115,3,3676,19,3657,70,150,400,0,10.0,0.9,3308.4,Sur,1,2025,2,0,0,0,8,20,3,0,1,3675.0,3410.0,2990.0,3623.8571428571427,3277.5,3616.000655224869,265.0965666604898,-18.0,346.35714285714266,6,0.005195515449822259,1.4315538099217524,0.09153318077803203,False,False,False
BCA-115,3,3666,19,3647,70,150,400,0,10.0,0.9,3299.4,Sur,1,2025,2,0,0,0,8,21,4,0,1,3657.0,3485.0,2981.0,3647.0,3299.7,3623.750491418652,267.28793076201873,-10.0,347.3000000000002,9,0.005209761447765287,1.299347856859353,0.09091735612328394,False,False,False
BCA-115,3,3654,21,3633,70,150,400,0,11.0,0.9,3288.6,Sur,1,2025,2,0,0,0,8,22,5,1,1,3647.0,3552.0,2978.0,3658.5714285714284,3321.5333333333333,3626.062868563989,266.8552149521043,-14.0,337.03809523809514,7,0.005780346820809248,1.1671747420134524,0.09935170503582683,False,False,False
BCA-115,3,3646,14,3632,70,150,400,0,11.0,0.9,3281.4,Sur,1,2025,2,0,0,0,8,23,6,1,1,3633.0,3623.0,2973.0,3659.8571428571427,3343.5,3627.5471514229916,264.2867760596573,-1.0,316.35714285714266,6,0.003854625550660793,1.0916172360242384,0.09869896814715119,False,False,False
BCA-115,3,3635,22,3613,70,150,400,0,10.0,0.9,3271.5,Sur,1,2025,2,0,0,0,9,24,0,0,1,3632.0,3697.0,2962.0,3647.8571428571427,3365.2,3623.9103635672436,258.54625411567844,-19.0,282.65714285714284,2,0.006089122612787158,0.9584358545342909,0.08914774753357899,False,False,False
BCA-115,3,3705,18,3687,70,150,400,0,10.0,0.9,3334.5,Sur,1,2025,2,0,0,0,9,25,1,0,1,3613.0,3678.0,2944.0,3649.1428571428573,3389.9666666666667,3639.6827726754327,252.31910328999106,74.0,259.17619047619064,1,0.004882017900732303,1.1772130189918757,0.08849644539277672,False,False,False
BCA-115,3,3776,20,3756,70,150,400,0,10.0,0.9,3398.4,Sur,1,2025,2,0,0,0,9,26,2,0,1,3687.0,3675.0,2934.0,3660.714285714286,3417.366666666667,3668.7620795065745,245.6402588779312,69.0,243.347619047619,4,0.005324813631522897,1.3785742405588903,0.08778689244154855,False,False,False
BCA-115,3,3844,11,3833,70,150,400,0,10.0,0.9,3459.6,Sur,1,2025,2,0,0,0,9,27,3,0,1,3756.0,3657.0,2919.0,3685.8571428571427,3447.8333333333335,3709.821559629931,238.26746537762827,77.0,238.02380952380918,6,0.002869814766501435,1.6165306751226771,0.08701116643302557,False,False,False
BCA-115,3,3915,14,3901,70,150,400,0,11.0,0.9,3523.5,Sur,1,2025,2,0,1,0,9,28,4,0,1,3833.0,3647.0,3001.0,3722.1428571428573,3477.8333333333335,3757.6161697224484,236.72114882041856,68.0,244.30952380952385,9,0.0035888233786208665,1.7876166484292,0.0948866631523458,False,False,False
BCA-115,3,3908,23,3885,70,150,400,0,11.0,0.9,3517.2,Sur,1,2025,3,0,0,0,9,1,5,1,1,3901.0,3633.0,3065.0,3758.1428571428573,3505.1666666666665,3789.462127291836,234.74198357043642,-16.0,252.97619047619082,6,0.005920205920205921,1.6180886246083932,0.09414673577100471,False,True,False
BCA-115,3,3897,21,3876,70,150,400,0,11.0,0.9,3507.3,Sur,1,2025,3,0,0,0,9,2,6,1,1,3885.0,3632.0,3064.0,3793.0,3532.233333333333,3811.0965954688772,228.8593429392455,-9.0,260.7666666666669,2,0.005417956656346749,1.5020870996642048,0.09342531165362802,False,True,False
BCA-115,3,3887,20,3867,70,150,400,0,10.0,0.9,3498.3,Sur,1,2025,3,0,0,0,10,3,0,0,1,3876.0,3613.0,3054.0,3829.285714285714,3559.3333333333335,3825.072446601658,218.16244079749669,-9.0,269.95238095238074,2,0.00517196793379881,1.4102641386940187,0.08428544671286757,False,True,False
BCA-115,3,3877,24,3853,70,150,400,0,10.0,0.9,3489.3,Sur,1,2025,3,0,0,0,10,4,1,0,1,3867.0,3687.0,3115.0,3853.0,3583.9333333333334,3832.0543349512436,207.6887481111164,-14.0,269.0666666666666,3,0.006228912535686478,1.2955283765431151,0.08370691419111219,False,True,False
BCA-115,3,3870,12,3858,70,150,400,0,10.0,0.9,3483.0,Sur,1,2025,3,0,0,0,10,5,2,0,1,3853.0,3756.0,3193.0,3867.5714285714284,3606.1,3838.5407512134325,199.86604997108273,5.0,261.47142857142853,9,0.003110419906687403,1.260344115653688,0.08319236848673082,False,True,False
BCA-115,3,3860,21,3839,70,150,400,0,10.0,0.9,3474.0,Sur,1,2025,3,0,0,0,10,6,3,0,1,3858.0,3833.0,3172.0,3868.4285714285716,3628.3333333333335,3838.655563410074,186.56760507756104,-19.0,240.09523809523807,3,0.005470174524615785,1.1291706648594586,0.08268259072117592,False,True,False
BCA-115,3,3848,20,3828,70,150,400,0,10.0,0.9,3463.2,Sur,1,2025,3,0,0,0,10,7,4,0,1,3839.0,3901.0,3259.0,3858.0,3647.3,3835.991672557556,176.36993840341057,-11.0,210.69999999999982,9,0.00522466039707419,1.0245510183639408,0.08225262522962191,False,True,False
BCA-115,3,3839,19,3820,70,150,400,0,11.0,0.9,3455.1,Sur,1,2025,3,0,0,0,10,8,5,1,1,3828.0,3885.0,3324.0,3848.714285714286,3663.8333333333335,3831.9937544181666,168.07081498756358,-8.0,184.8809523809523,3,0.0049738219895287955,0.929171829613738,0.0900695992357731,False,True,False
BCA-115,3,3910,23,3887,70,150,400,0,11.0,0.9,3519.0,Sur,1,2025,3,0,0,0,10,9,6,1,1,3820.0,3876.0,3393.0,3850.285714285714,3680.3,3845.745315813625,164.7887152983005,67.0,169.98571428571404,8,0.005917159763313609,1.254333463464604,0.08966660326603809,False,True,False
BCA-115,3,3977,16,3961,70,150,400,0,10.0,0.9,3579.3,Sur,1,2025,3,0,0,0,11,10,0,0,1,3887.0,3867.0,3466.0,3863.714285714286,3696.8,3874.5589868602187,167.35310594361474,74.0,166.9142857142856,1,0.004039383993940924,1.5786979184540209,0.08115126595974897,False,True,False
BCA-115,3,4046,11,4035,70,150,400,0,10.0,0.9,3641.4,Sur,1,2025,3,0,0,0,11,11,1,0,1,3961.0,3853.0,3456.0,3889.714285714286,3716.1,3914.669240145164,171.94873935428117,74.0,173.61428571428587,2,0.0027261462205700124,1.8546224950387236,0.08072979736820861,False,True,False
BCA-115,3,4115,20,4095,70,150,400,0,10.0,0.9,3703.5,Sur,1,2025,3,0,0,0,11,12,2,0,1,4035.0,3858.0,3445.0,3923.5714285714284,3737.766666666667,3959.7519301088732,177.47378307279718,60.0,185.80476190476156,3,0.004884004884004884,2.012879463930744,0.08026183193172393,False,True,False
BCA-115,3,4106,23,4083,70,150,400,0,10.0,0.9,3695.4,Sur,1,2025,3,0,0,0,11,13,3,0,1,4095.0,3839.0,3429.0,3958.4285714285716,3759.5666666666666,3990.563947581655,178.4032014815317,-12.0,198.86190476190495,7,0.005633112907176096,1.8129345810356166,0.07979643043967834,False,True,False
BCA-115,3,4175,16,4159,70,150,400,0,10.0,0.9,3757.5,Sur,1,2025,3,0,0,0,11,14,4,0,1,4083.0,3828.0,3421.0,4005.714285714286,3784.1666666666665,4032.6729606862414,180.97134147922742,76.0,221.54761904761926,8,0.0038470786246693916,2.0712303410557316,0.07927769213829554,False,True,False
BCA-115,3,4165,14,4151,70,150,400,0,11.0,0.9,3748.5,Sur,1,2025,3,0,0,0,11,15,5,1,1,4159.0,3820.0,3410.0,4053.0,3808.866666666667,4062.254720514681,178.69560582241388,-8.0,244.1333333333332,5,0.003372681281618887,1.9146152573742765,0.08663994539057987,False,True,False
BCA-115,3,4233,13,4220,70,150,400,0,11.0,0.9,3809.7,Sur,1,2025,3,0,0,0,11,16,6,1,1,4151.0,3887.0,3485.0,4100.571428571428,3833.366666666667,4101.691040386011,183.09268113462974,69.0,267.20476190476165,8,0.003080568720379147,2.1116809854842757,0.08608620794601786,False,True,False
BCA-115,3,4302,22,4280,70,150,400,0,10.0,0.9,3871.8,Sur,1,2025,3,0,0,0,12,17,0,0,1,4220.0,3961.0,3552.0,4146.142857142857,3857.633333333333,4146.268280289509,192.51627487556442,60.0,288.50952380952367,6,0.0051401869158878505,2.1939270689694643,0.0777678887746373,False,True,False
BCA-115,3,4292,12,4280,70,150,400,0,10.0,0.9,3862.8,Sur,1,2025,3,0,0,0,12,18,1,0,1,4280.0,4035.0,3623.0,4181.142857142857,3879.5333333333333,4179.701210217132,202.03835984927383,0.0,301.6095238095236,7,0.002803738317757009,1.9821318435045001,0.07732888835426942,False,True,False
BCA-115,3,4281,19,4262,70,150,400,0,10.0,0.9,3852.9,Sur,1,2025,3,0,0,0,12,19,2,0,1,4280.0,4095.0,3697.0,4205.0,3898.366666666667,4200.275907662849,210.58923627952038,-18.0,306.6333333333332,4,0.004458000938526514,1.726742257855352,0.07695530606835341,False,True,False
BCA-115,3,4273,24,4249,70,150,400,0,10.0,0.9,3845.7,Sur,1,2025,3,0,0,0,12,20,3,0,1,4262.0,4083.0,3678.0,4228.714285714285,3917.4,4212.4569307471365,215.726614987125,-13.0,311.31428571428523,1,0.00564838785596611,1.5371306874665904,0.07658140603461479,False,True,False
BCA-115,3,4343,22,4321,70,150,400,0,10.0,0.9,3908.7,Sur,1,2025,3,0,0,0,12,21,4,0,1,4249.0,4159.0,3675.0,4251.857142857143,3938.9333333333334,4239.592698060353,222.82093217671948,72.0,312.9238095238097,7,0.0050914140245313586,1.7146803172138656,0.0761627513370794,False,True,False
BCA-115,3,4333,21,4312,70,150,400,0,11.0,0.9,3899.7,Sur,1,2025,3,0,0,0,12,22,5,1,1,4321.0,4151.0,3657.0,4274.857142857143,3960.766666666667,4257.694523545264,226.30596977108974,-9.0,314.09047619047624,7,0.00487012987012987,1.552028581873507,0.08331720289842875,False,True,False
BCA-115,3,4325,13,4312,70,150,400,0,11.0,0.9,3892.5,Sur,1,2025,3,0,0,0,12,23,6,1,1,4312.0,4220.0,3647.0,4288.0,3982.9333333333334,4271.270892658948,227.07980267214367,0.0,305.0666666666666,1,0.0030148423005565863,1.4491234482080773,0.08285350830208892,False,True,False
