id,created_at,product_id,product_name,product_sku,supplier_id,supplier_name,prioridad_proveedor,quantity_on_hand,quantity_reserved,quantity_available,minimum_stock_level,reorder_point,optimal_stock_level,reorder_quantity,average_daily_usage,last_order_date,last_stock_count_date,unit_cost,total_value,expiration_date,batch_number,warehouse_location,shelf_location,region_almacen,stock_status,is_active,last_updated_at,created_by_id,record_sequence_number,categoria_producto,subcategoria_producto,anio,mes,vacaciones_o_no,es_feriado,temporada_alta
331,2024-11-26,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2533,14,2519,70,150,400,0,10.0,2024-11-25,2024-11-23,0.9,2279.7,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-11-26,515,15,Snacks,Barras de Cereal,2024,11,False,False,False
332,2024-11-27,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2603,19,2584,70,150,400,0,10.0,2024-11-25,2024-11-23,0.9,2342.7,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-11-27,515,15,Snacks,Barras de Cereal,2024,11,False,False,False
333,2024-11-28,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2591,22,2569,70,150,400,0,10.0,2024-11-24,2024-11-25,0.9,2331.9,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-11-28,515,15,Snacks,Barras de Cereal,2024,11,False,False,False
334,2024-11-29,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2661,23,2638,70,150,400,0,10.0,2024-11-28,2024-11-28,0.9,2394.9,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-11-29,515,15,Snacks,Barras de Cereal,2024,11,False,False,False
335,2024-11-30,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2646,13,2633,70,150,400,0,11.0,2024-11-23,2024-11-29,0.9,2381.4,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-11-30,515,15,Snacks,Barras de Cereal,2024,11,False,False,False
336,2024-12-01,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2634,23,2611,70,150,400,0,11.0,2024-11-23,2024-11-27,0.9,2370.6,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-01,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
337,2024-12-02,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2624,22,2602,70,150,400,0,10.0,2024-11-27,2024-11-29,0.9,2361.6,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-02,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
338,2024-12-03,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2611,22,2589,70,150,400,0,10.0,2024-12-01,2024-12-02,0.9,2349.9,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-03,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
339,2024-12-04,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2682,21,2661,70,150,400,0,10.0,2024-11-30,2024-12-03,0.9,2413.8,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-04,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
340,2024-12-05,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2751,15,2736,70,150,400,0,10.0,2024-11-26,2024-12-04,0.9,2475.9,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-05,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
341,2024-12-06,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2740,14,2726,70,150,400,0,10.0,2024-12-02,2024-12-05,0.9,2466.0,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-06,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
342,2024-12-07,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2731,19,2712,70,150,400,0,11.0,2024-11-30,2024-12-04,0.9,2457.9,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-07,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
343,2024-12-08,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2718,10,2708,70,150,400,0,11.0,2024-12-01,2024-12-06,0.9,2446.2,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-08,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
344,2024-12-09,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2712,11,2701,70,150,400,0,10.0,2024-12-08,2024-12-07,0.9,2440.8,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-09,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
345,2024-12-10,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2706,10,2696,70,150,400,0,10.0,2024-12-02,2024-12-07,0.9,2435.4,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-10,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
346,2024-12-11,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2695,12,2683,70,150,400,0,10.0,2024-12-06,2024-12-10,0.9,2425.5,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-11,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
347,2024-12-12,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2684,15,2669,70,150,400,0,10.0,2024-12-05,2024-12-10,0.9,2415.6,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-12,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
348,2024-12-13,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2676,22,2654,70,150,400,0,10.0,2024-12-05,2024-12-12,0.9,2408.4,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-13,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
349,2024-12-14,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2666,24,2642,70,150,400,0,11.0,2024-12-07,2024-12-12,0.9,2399.4,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-14,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
350,2024-12-15,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2654,15,2639,70,150,400,0,11.0,2024-12-07,2024-12-14,0.9,2388.6,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-15,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
351,2024-12-16,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2725,24,2701,70,150,400,0,10.0,2024-12-08,2024-12-15,0.9,2452.5,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-16,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
352,2024-12-17,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2714,20,2694,70,150,400,0,10.0,2024-12-13,2024-12-14,0.9,2442.6,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-17,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
353,2024-12-18,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2706,13,2693,70,150,400,0,10.0,2024-12-15,2024-12-15,0.9,2435.4,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-18,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
354,2024-12-19,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2697,19,2678,70,150,400,0,10.0,2024-12-16,2024-12-17,0.9,2427.3,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-19,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
355,2024-12-20,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2769,18,2751,70,150,400,0,10.0,2024-12-11,2024-12-17,0.9,2492.1,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-20,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
356,2024-12-21,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2840,19,2821,70,150,400,0,11.0,2024-12-18,2024-12-20,0.9,2556.0,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-21,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
357,2024-12-22,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2831,18,2813,70,150,400,0,11.0,2024-12-19,2024-12-18,0.9,2547.9,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-22,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
358,2024-12-23,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2903,22,2881,70,150,400,0,10.0,2024-12-14,2024-12-22,0.9,2612.7,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-23,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
359,2024-12-24,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2895,23,2872,70,150,400,0,10.0,2024-12-21,2024-12-20,0.9,2605.5,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-24,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
360,2024-12-25,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2886,14,2872,70,150,400,0,11.0,2024-12-22,2024-12-21,0.9,2597.4,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-25,515,15,Snacks,Barras de Cereal,2024,12,False,True,True
361,2024-12-26,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2958,20,2938,70,150,400,0,10.0,2024-12-21,2024-12-22,0.9,2662.2,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-26,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
362,2024-12-27,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2948,14,2934,70,150,400,0,10.0,2024-12-23,2024-12-23,0.9,2653.2,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-27,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
363,2024-12-28,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3017,11,3006,70,150,400,0,11.0,2024-12-21,2024-12-27,0.9,2715.3,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-28,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
364,2024-12-29,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3006,16,2990,70,150,400,0,11.0,2024-12-27,2024-12-25,0.9,2705.4,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-29,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
365,2024-12-30,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3078,14,3064,70,150,400,0,10.0,2024-12-23,2024-12-26,0.9,2770.2,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-30,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
366,2024-12-31,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3069,16,3053,70,150,400,0,10.0,2024-12-29,2024-12-28,0.9,2762.1,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2024-12-31,515,15,Snacks,Barras de Cereal,2024,12,False,False,True
367,2025-01-01,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3057,17,3040,70,150,400,0,11.0,2024-12-28,2024-12-29,0.9,2751.3,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-01,515,15,Snacks,Barras de Cereal,2025,1,False,True,True
368,2025-01-02,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3046,19,3027,70,150,400,0,10.0,2025-01-01,2024-12-30,0.9,2741.4,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-02,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
369,2025-01-03,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3039,13,3026,70,150,400,0,10.0,2024-12-26,2024-12-30,0.9,2735.1,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-03,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
370,2025-01-04,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3027,24,3003,70,150,400,0,11.0,2024-12-30,2025-01-02,0.9,2724.3,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-04,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
371,2025-01-05,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3015,20,2995,70,150,400,0,11.0,2024-12-28,2025-01-04,0.9,2713.5,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-05,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
372,2025-01-06,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3006,12,2994,70,150,400,0,10.0,2024-12-29,2025-01-03,0.9,2705.4,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-06,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
373,2025-01-07,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2997,17,2980,70,150,400,0,10.0,2024-12-30,2025-01-04,0.9,2697.3,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-07,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
374,2025-01-08,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2987,23,2964,70,150,400,0,10.0,2024-12-30,2025-01-04,0.9,2688.3,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-08,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
375,2025-01-09,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2977,19,2958,70,150,400,0,10.0,2025-01-04,2025-01-05,0.9,2679.3,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-09,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
376,2025-01-10,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2968,13,2955,70,150,400,0,10.0,2025-01-07,2025-01-09,0.9,2671.2,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-10,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
377,2025-01-11,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2958,19,2939,70,150,400,0,11.0,2025-01-03,2025-01-08,0.9,2662.2,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-11,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
378,2025-01-12,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3026,11,3015,70,150,400,0,11.0,2025-01-06,2025-01-11,0.9,2723.4,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-12,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
379,2025-01-13,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3096,11,3085,70,150,400,0,10.0,2025-01-10,2025-01-09,0.9,2786.4,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-13,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
380,2025-01-14,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3084,18,3066,70,150,400,0,10.0,2025-01-10,2025-01-10,0.9,2775.6,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-14,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
381,2025-01-15,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3075,10,3065,70,150,400,0,10.0,2025-01-10,2025-01-12,0.9,2767.5,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-15,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
382,2025-01-16,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3065,18,3047,70,150,400,0,10.0,2025-01-15,2025-01-14,0.9,2758.5,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-16,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
383,2025-01-17,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3055,19,3036,70,150,400,0,10.0,2025-01-08,2025-01-13,0.9,2749.5,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-17,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
384,2025-01-18,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3045,16,3029,70,150,400,0,11.0,2025-01-12,2025-01-15,0.9,2740.5,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-18,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
385,2025-01-19,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3034,22,3012,70,150,400,0,11.0,2025-01-12,2025-01-18,0.9,2730.6,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-19,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
386,2025-01-20,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3022,16,3006,70,150,400,0,10.0,2025-01-14,2025-01-17,0.9,2719.8,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-20,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
387,2025-01-21,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3014,24,2990,70,150,400,0,10.0,2025-01-13,2025-01-19,0.9,2712.6,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-21,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
388,2025-01-22,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3003,22,2981,70,150,400,0,10.0,2025-01-20,2025-01-20,0.9,2702.7,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-22,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
389,2025-01-23,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2996,18,2978,70,150,400,0,10.0,2025-01-16,2025-01-19,0.9,2696.4,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-23,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
390,2025-01-24,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2987,14,2973,70,150,400,0,10.0,2025-01-19,2025-01-21,0.9,2688.3,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-24,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
391,2025-01-25,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2974,12,2962,70,150,400,0,11.0,2025-01-22,2025-01-21,0.9,2676.6,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-25,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
392,2025-01-26,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2961,17,2944,70,150,400,0,11.0,2025-01-18,2025-01-23,0.9,2664.9,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-26,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
393,2025-01-27,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2955,21,2934,70,150,400,0,10.0,2025-01-20,2025-01-23,0.9,2659.5,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-27,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
394,2025-01-28,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,2943,24,2919,70,150,400,0,10.0,2025-01-22,2025-01-26,0.9,2648.7,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-28,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
395,2025-01-29,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3012,11,3001,70,150,400,0,10.0,2025-01-23,2025-01-25,0.9,2710.8,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-29,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
396,2025-01-30,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3083,18,3065,70,150,400,0,10.0,2025-01-28,2025-01-27,0.9,2774.7,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-30,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
397,2025-01-31,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3074,10,3064,70,150,400,0,10.0,2025-01-23,2025-01-28,0.9,2766.6,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-01-31,515,15,Snacks,Barras de Cereal,2025,1,False,False,True
398,2025-02-01,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3064,10,3054,70,150,400,0,11.0,2025-01-27,2025-01-29,0.9,2757.6,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-02-01,515,15,Snacks,Barras de Cereal,2025,2,False,False,False
399,2025-02-02,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3134,19,3115,70,150,400,0,11.0,2025-01-31,2025-02-01,0.9,2820.6,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-02-02,515,15,Snacks,Barras de Cereal,2025,2,False,False,False
400,2025-02-03,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3206,13,3193,70,150,400,0,10.0,2025-01-26,2025-01-30,0.9,2885.4,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-02-03,515,15,Snacks,Barras de Cereal,2025,2,False,False,False
401,2025-02-04,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3194,22,3172,70,150,400,0,10.0,2025-01-31,2025-02-03,0.9,2874.6,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-02-04,515,15,Snacks,Barras de Cereal,2025,2,False,False,False
402,2025-02-05,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3270,11,3259,70,150,400,0,10.0,2025-01-29,2025-02-02,0.9,2943.0,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-02-05,515,15,Snacks,Barras de Cereal,2025,2,False,False,False
403,2025-02-06,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3340,16,3324,70,150,400,0,10.0,2025-01-29,2025-02-05,0.9,3006.0,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-02-06,515,15,Snacks,Barras de Cereal,2025,2,False,False,False
404,2025-02-07,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3410,17,3393,70,150,400,0,10.0,2025-01-29,2025-02-06,0.9,3069.0,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-02-07,515,15,Snacks,Barras de Cereal,2025,2,False,False,False
405,2025-02-08,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3477,11,3466,70,150,400,0,11.0,2025-02-03,2025-02-05,0.9,3129.3,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-02-08,515,15,Snacks,Barras de Cereal,2025,2,False,False,False
406,2025-02-09,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3467,11,3456,70,150,400,0,11.0,2025-02-03,2025-02-06,0.9,3120.3,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-02-09,515,15,Snacks,Barras de Cereal,2025,2,False,False,False
407,2025-02-10,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3456,11,3445,70,150,400,0,10.0,2025-02-03,2025-02-06,0.9,3110.4,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-02-10,515,15,Snacks,Barras de Cereal,2025,2,False,False,False
408,2025-02-11,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3447,18,3429,70,150,400,0,10.0,2025-02-02,2025-02-09,0.9,3102.3,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-02-11,515,15,Snacks,Barras de Cereal,2025,2,False,False,False
409,2025-02-12,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3437,16,3421,70,150,400,0,10.0,2025-02-11,2025-02-10,0.9,3093.3,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-02-12,515,15,Snacks,Barras de Cereal,2025,2,False,False,False
410,2025-02-13,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3429,19,3410,70,150,400,0,10.0,2025-02-11,2025-02-09,0.9,3086.1,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-02-13,515,15,Snacks,Barras de Cereal,2025,2,False,False,False
411,2025-02-14,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3500,15,3485,70,150,400,0,10.0,2025-02-10,2025-02-13,0.9,3150.0,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-02-14,515,15,Snacks,Barras de Cereal,2025,2,False,False,False
412,2025-02-15,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3570,18,3552,70,150,400,0,11.0,2025-02-08,2025-02-11,0.9,3213.0,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-02-15,515,15,Snacks,Barras de Cereal,2025,2,False,False,False
413,2025-02-16,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3635,12,3623,70,150,400,0,11.0,2025-02-12,2025-02-13,0.9,3271.5,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-02-16,515,15,Snacks,Barras de Cereal,2025,2,False,False,False
414,2025-02-17,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3707,10,3697,70,150,400,0,10.0,2025-02-14,2025-02-16,0.9,3336.3,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-02-17,515,15,Snacks,Barras de Cereal,2025,2,False,False,False
415,2025-02-18,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3698,20,3678,70,150,400,0,10.0,2025-02-17,2025-02-17,0.9,3328.2,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-02-18,515,15,Snacks,Barras de Cereal,2025,2,False,False,False
416,2025-02-19,115,Barra Chocolate Avellana,BCA-115,203,Proveedor C,3,3685,10,3675,70,150,400,0,10.0,2025-02-16,2025-02-17,0.9,3316.5,2025-10-10,BATCH-C3,Almacén Central,Pasillo 15,Sur,activo,1,2025-02-19,515,15,Snacks,Barras de Cereal,2025,2,False,False,False
